FAQ_No,Category1,Category2,Category3,Category4,Category5,Question,Answer,Landing URL,Image info (URL)
36,major,인문대학,,,,일어일문학과,"▶일어일문학과◀
-조만식기념관 646호
☏TEL : 02-820-0530
☎FAX : 02-824-4382",https://japanstu.ssu.ac.kr/,
37,major,인문대학,,,,일문,"▶일어일문학과◀
-조만식기념관 646호
☏TEL : 02-820-0530
☎FAX : 02-824-4383",https://japanstu.ssu.ac.kr/,
38,major,인문대학,,,,일문과,"▶일어일문학과◀
-조만식기념관 646호
☏TEL : 02-820-0530
☎FAX : 02-824-4384",https://japanstu.ssu.ac.kr/,
39,major,인문대학,,,,철학과,"▶철학과◀
-조만식기념관 647호
☏TEL : 02-820-0370
☎FAX : 02-824-4382",http://pre.ssu.ac.kr/web/phil,
40,major,인문대학,,,,사학과,"▶사학과◀
-조만식기념관 740호
☏TEL : 02-820-0380
☎FAX : 02-824-4382",https://history.ssu.ac.kr/,
41,major,인문대학,,,,예술창작학부,"▶예술창작학부◀
-조만식기념관 742호
☏TEL : 02-820-0043
☎FAX : 02-820-4382",http://writing.ssu.ac.kr/main/,
42,major,인문대학,,,,문예창작전공,"▶문예창작전공◀
-조만식기념관 742호
☏TEL : 02-820-0043
☎FAX : 02-820-0043",http://writing.ssu.ac.kr/main/,
43,major,인문대학,,,,문창,"▶문예창작전공◀
-조만식기념관 742호
☏TEL : 02-820-0043
☎FAX : 02-820-0044",http://writing.ssu.ac.kr/main/,
44,major,인문대학,,,,영화예술전공,"▶영화예술전공◀
-조만식기념관 522호
☏TEL : 02-828-7180
☎FAX : 02-824-4382",http://ssfilm.ssu.ac.kr/,
45,major,인문대학,,,,스포츠학부,"▶스포츠학부◀
-조만식기념관 315호
☏TEL : 02-820-0045
☎FAX : 02-820-0084",http://pre.ssu.ac.kr/web/sports,
46,major,자연과학대학,,,,자연과학대학,"▶자연과학대학◀
-베어드홀 310호
☏TEL : 02-820-0403
☎FAX : 02-824-4383",http://pre.ssu.ac.kr/web/kor/edu_a_02_01,
47,major,자연과학대학,,,,자과대,"▶자연과학대학◀
-베어드홀 310호
☏TEL : 02-820-0403
☎FAX : 02-824-4384",http://pre.ssu.ac.kr/web/kor/edu_a_02_01,
48,major,자연과학대학,,,,수학과,"▶수학과◀
-베어드홀 422호
☏TEL : 02-820-0410
☎FAX : 02-826-2979",http://math.ssu.ac.kr/,
49,major,자연과학대학,,,,물리학과,"▶물리학과◀
-베어드홀 319호
☏TEL : 02-820-0420
☎FAX : 02-824-4383",https://physics.ssu.ac.kr/,
50,major,자연과학대학,,,,화학과,"▶화학과◀
-베어드홀 301호
☏TEL : 02-820-0430
☎FAX : 02-824-4383",http://chem.ssu.ac.kr/web/chem,
51,major,자연과학대학,,,,정보통계보험수리학과,"▶정보통계보험수리학과◀
-베어드홀 516호
☏TEL : 02-820-0440
☎FAX : 02-823-1746",http://stat.ssu.ac.kr/,
52,major,자연과학대학,,,,의생명시스템학부,"▶의생명시스템학부◀
-벤처중소기업센터 713호
☏TEL : 02-820-0450
☎FAX : 02-824-4383",http://bio.ssu.ac.kr/,
53,major,자연과학대학,,,,의생명,"▶의생명시스템학부◀
-벤처중소기업센터 713호
☏TEL : 02-820-0450
☎FAX : 02-824-4384",http://bio.ssu.ac.kr/,
54,major,법과대학,,,,법과대학,"▶법과대학◀
-진리관 520호
☏TEL : 02-820-0463
☎FAX : 02-821-5837",http://pre.ssu.ac.kr/web/kor/edu_a_03_01,
55,major,법과대학,,,,법대,"▶법과대학◀
-진리관 520호
☏TEL : 02-820-0463
☎FAX : 02-821-5838",http://pre.ssu.ac.kr/web/kor/edu_a_03_01,
56,major,법과대학,,,,법학과,"▶법학과◀
-진리관 514호
☏TEL : 02-820-0470
☎FAX : 02-817-5837",http://pre.ssu.ac.kr/web/law,
57,major,법과대학,,,,국제법무학과,"▶국제법무학과◀
-진리관 515호
☏TEL : 02-820-0486
☎FAX : 02-817-5837",http://lawyer.ssu.ac.kr/web/index.do,
58,major,사회과학대학,,,,사회과학대학,"▶사회과학대학◀
-조만식기념관 528호
☏TEL : 02-820-0492
☎FAX : 02-822-3486",http://pre.ssu.ac.kr/web/kor/edu_a_04_01,
59,major,사회과학대학,,,,사과대,"▶사회과학대학◀
-조만식기념관 528호
☏TEL : 02-820-0492
☎FAX : 02-822-3487",http://pre.ssu.ac.kr/web/kor/edu_a_04_02,
60,major,사회과학대학,,,,사회복지학부,"▶사회복지학부◀
-조만식기념관 745호
☏TEL : 02-820-0500
☎FAX : 02-826-8675",https://mysoongsil.ssu.ac.kr/,
61,major,사회과학대학,,,,사복,"▶사회복지학부◀
-조만식기념관 745호
☏TEL : 02-820-0500
☎FAX : 02-826-8676",https://mysoongsil.ssu.ac.kr/,
62,major,사회과학대학,,,,행정학부,"▶행정학부◀
-조만식기념관 744호
☏TEL : 02-820-0510
☎FAX : 02-822-3486",https://pubad.ssu.ac.kr/,
63,major,사회과학대학,,,,정치외교학과,"▶정치외교학과◀
-조만식기념관 743호
☏TEL : 02-820-0520
☎FAX : 02-822-3486",https://politics.ssu.ac.kr/,
64,major,사회과학대학,,,,정외과,"▶정치외교학과◀
-조만식기념관 743호
☏TEL : 02-820-0520
☎FAX : 02-822-3487",https://politics.ssu.ac.kr/,
65,major,사회과학대학,,,,정보사회학과,"▶정보사회학과◀
-조만식기념관 746호
☏TEL : 02-820-0047
☎FAX : 02-822-3486",http://inso.ssu.ac.kr/main/main.php,
66,major,사회과학대학,,,,언론홍보학과,"▶언론홍보학과◀
-조만식기념관 747호 (학과 사무실)
-조만식 기념관 425호 (학과 실습실, 대학원)
☏TEL : 02-820-0306 (학과 사무실)
☎FAX : 02-822-3486",http://pre.ssu.ac.kr/web/ssja/home,
67,major,사회과학대학,,,,언홍,"▶언론홍보학과◀
-조만식기념관 747호 (학과 사무실)
-조만식 기념관 425호 (학과 실습실, 대학원)
☏TEL : 02-820-0306 (학과 사무실)
☎FAX : 02-822-3487",http://pre.ssu.ac.kr/web/ssja/home,
68,major,사회과학대학,,,,평생교육학과,"▶평생교육학과◀
-조만식기념관 741호
☏TEL : 02-820-0041
☎FAX : 02-822-3486",http://lifelongedu.ssu.ac.kr/,
69,major,사회과학대학,,,,평교,"▶평생교육학과◀
-조만식기념관 741호
☏TEL : 02-820-0041
☎FAX : 02-822-3487",http://lifelongedu.ssu.ac.kr/,
70,major,경제통상대학,,,,경제통상대학,"▶경제통상대학◀
-숭덕경상관 401호
☏TEL : 02-820-0572
☎FAX : 02-824-4384",http://pre.ssu.ac.kr/web/kor/edu_a_05_01,
71,major,경제통상대학,,,,경통대,"▶경제통상대학◀
-숭덕경상관 401호
☏TEL : 02-820-0572
☎FAX : 02-824-4385",http://pre.ssu.ac.kr/web/kor/edu_a_05_02,
72,major,경제통상대학,,,,경제학과,"▶경제학과◀
-숭덕경상관 216호
☏TEL : 02-820-0550
☎FAX : 02-824-4384",http://eco.ssu.ac.kr/web/eco,
73,major,경제통상대학,,,,글로벌통상학과,"▶글로벌통상학과◀
-숭덕경상관 212-2호
☏TEL : 02-820-0570
☎FAX : 02-824-4384",http://pre.ssu.ac.kr/web/itrade,
74,major,경제통상대학,,,,글통,"▶글로벌통상학과◀
-숭덕경상관 212-2호
☏TEL : 02-820-0570
☎FAX : 02-824-4385",http://pre.ssu.ac.kr/web/itrade,
75,major,경제통상대학,,,,금융경제학과,"▶금융경제학과◀
-조만식기념관 419호
☏TEL : 02-828-7343
☎FAX : 02-824-4384",http://ecofinance.ssu.ac.kr/web/ecofinance,
76,major,경제통상대학,,,,국제무역학과,"▶국제무역학과◀
-웨스트민스터홀 547호
☏TEL : 02-820-0543
☎FAX : 02-824-4384",http://itrans.ssu.ac.kr/,
77,major,경제통상대학,,,,통상산업학과,"▶통상산업학과◀
-숭덕경상관 401호
☏TEL : 02-820-0572
☎FAX : 02-824-4384",http://pre.ssu.ac.kr/web/kor/edu_a_05_01,
78,major,경영대학,,,,경영대학,"▶경영대학◀
-숭덕경상관 401호
☏TEL : 02-820-0543
☎FAX : 02-824-4384",http://pre.ssu.ac.kr/web/kor/edu_a_06_01,
79,major,경영대학,,,,경영학부,"▶경영학부◀
-숭덕경상관 307호
☏TEL : 02-820-0560,0580
☎FAX : 02-824-4384",http://biz.ssu.ac.kr/intro.do,
80,major,경영대학,,,,회계학과,"▶회계학과◀
-숭덕경상관 303호
☏TEL : 02-820-0548
☎FAX : 02-824-4384",http://accounting.ssu.ac.kr/,
81,major,경영대학,,,,벤처중소기업학과,"▶벤처중소기업학과◀
-숭덕경상관 304호
☏TEL : 02-820-0590
☎FAX : 02-824-4384",https://ensb.ssu.ac.kr/,
82,major,경영대학,,,,금융학부,"▶금융학부◀
-숭덕경상관 302호
☏TEL : 02-828-7385
☎FAX : 02-828-7384",https://finance.ssu.ac.kr/,
83,major,경영대학,,,,혁신경영학과,"▶혁신경영학과◀
-숭덕경상관 312호
☏TEL : 02-820-0833
☎FAX : 02-824-4384",http://pre.ssu.ac.kr/web/innobiz/,
84,major,경영대학,,,,벤처경영학과,"▶벤처경영학과◀
-숭덕경상관 309호
☏TEL : 02-820-0589
☎FAX : 02-824-4384",http://mgmt.ssu.ac.kr/web/mgmt,
85,major,경영대학,,,,복지경영학과,"▶복지경영학과◀
-숭덕경상관 308호
☏TEL : 02-820-7350
☎FAX : 02-824-4384",http://pre.ssu.ac.kr/web/w_m/home,
86,major,공과대학,,,,공과대학,"▶공과대학◀
-형남공학관 307호
☏TEL : 02-820-0603
☎FAX : 02-814-3627",http://pre.ssu.ac.kr/web/kor/edu_a_07_01,
87,major,공과대학,,,,공대,"▶공과대학◀
-형남공학관 307호
☏TEL : 02-820-0603
☎FAX : 02-814-3628",http://pre.ssu.ac.kr/web/kor/edu_a_07_02,
88,major,공과대학,,,,화학공학과,"▶화학공학과◀
-형남공학관 912호
☏TEL : 02-820-0610
☎FAX : 02-812-5378",http://chemeng.ssu.ac.kr/,
89,major,공과대학,,,,화공,"▶화학공학과◀
-형남공학관 912호
☏TEL : 02-820-0610
☎FAX : 02-812-5379",http://chemeng.ssu.ac.kr/,
90,major,공과대학,,,,유기신소재파이버공학과,"▶유기신소재파이버공학과◀
-형남공학관 812호
☏TEL : 02-820-0620
☎FAX : 02-817-8346",http://materials.ssu.ac.kr/,
91,major,공과대학,,,,전기공학부,"▶전기공학부◀
-형남공학관 625호
☏TEL : 02-820-0640
☎FAX : 02-817-7961",http://ee.ssu.ac.kr/,
92,major,공과대학,,,,기계공학부,"▶기계공학부◀
-형남공학관 412호
☏TEL : 02-820-0650
☎FAX : 02-820-0668",https://me.ssu.ac.kr/,
93,major,공과대학,,,,산업정보시스템공학과,"▶산업정보시스템공학과◀
-형남공학관 712호
☏TEL : 02-820-0690
☎FAX : 02-825-1094",https://iise.ssu.ac.kr/,
94,major,공과대학,,,,산공,"▶산업정보시스템공학과◀
-형남공학관 712호
☏TEL : 02-820-0690
☎FAX : 02-825-1095",https://iise.ssu.ac.kr/,
95,major,공과대학,,,,건축학부,"▶건축학부◀
-형남공학관 616호
☏TEL : 02-820-0700
☎FAX : 02-816-3354",https://soar.ssu.ac.kr/,
96,major,베어드교양대학,,,,베어드교양대학,"▶베어드교양대학◀
-진리관 207호
☏TEL : 02-828-7221, 7222
☎FAX : 02-815-5652",http://pre.ssu.ac.kr/web/kor/edu_a_09_01,
97,major,베어드교양대학,,,,국제학전공과정,"▶국제학전공과정◀
-진리관 207호
☏TEL : 02-828-7221, 7222
☎FAX : 02-815-5653",http://pre.ssu.ac.kr/web/kor/edu_a_09_01,
98,major,베어드교양대학,,,,신입생역량강화센터,"▶신입생역량강화센터◀
-진리관 207호
☏TEL : 02-828-7468~71
☎FAX : 02-815-5652",http://pre.ssu.ac.kr/web/kor/edu_a_09_01,
99,major,베어드교양대학,,,,교양교육연구소,"▶교욱교양연구소◀
-진리관 207호
☏TEL : 02-828-7236, 7239
☎FAX : 02-815-5652",http://pre.ssu.ac.kr/web/kor/edu_a_09_02,
100,major,베어드교양대학,,,,인문사회계자유전공학부,"▶인문사회계자유전공학부◀
-진리관 207호
☏TEL : 02-829-8220
☎FAX : 02-815-5652",http://pre.ssu.ac.kr/web/kor/edu_a_09_03,
101,major,베어드교양대학,,,,PREMED이공계자유전공학부,"▶PREMED이공계자유전공학부◀
-진리관 207호
☏TEL : 02-829-8220
☎FAX : 02-815-5653",http://pre.ssu.ac.kr/web/kor/edu_a_09_04,
102,major,융합특성화자유전공학부,,,,융합특성화자유전공학부,"▶융합특성화자유전공학부◀
-문화관 302호
☏TEL : 02-829-8220
☎FAX : -",http://pre.ssu.ac.kr/web/convergence,
103,major,융합특성화자유전공학부,,,,융특,"▶융합특성화자유전공학부◀
-문화관 302호
☏TEL : 02-829-8221
☎FAX : -",http://pre.ssu.ac.kr/web/convergence,
